City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
Athens,2004,Boxing,Boxing,48 - 51kg (flyweight),"ASLANOV, Fuad",Men,AZE,Azerbaijan,M,Bronze
Athens,2004,Boxing,Boxing,51 - 54kg (bantamweight),"MAMMADOV, Aghasi",Men,AZE,Azerbaijan,M,Bronze
Athens,2004,Shooting,Shooting,25m pistol (30+30 shots),"ASHUMOVA, Irada",Women,AZE,Azerbaijan,W,Bronze
Athens,2004,Shooting,Shooting,skeet (75 targets),"MEFTAKHETDINOVA, Zemfira",Women,AZE,Azerbaijan,W,Bronze
Athens,2004,Wrestling,Wrestling Gre-R,60 - 66kg,"MANSUROV, Farid",Men,AZE,Azerbaijan,M,Gold
Athens,2004,Athletics,Athletics,200m,"FERGUSON-MCKENZIE, Debbie",Women,BAH,Bahamas,W,Bronze
Athens,2004,Athletics,Athletics,400m,"WILLIAMS-DARLING, Tonique",Women,BAH,Bahamas,W,Gold
Athens,2004,Athletics,Athletics,hammer throw,"TIKHON, Ivan",Men,BLR,Belarus,M,Silver
Athens,2004,Athletics,Athletics,discus throw,"YATCHENKO, Iryna",Women,BLR,Belarus,W,Bronze
Athens,2004,Athletics,Athletics,100m,"NESTERENKO, Yuliya",Women,BLR,Belarus,W,Gold
Athens,2004,Boxing,Boxing,75 - 81kg (light-heavyweight),"ARIPGADJIEV, Magomed",Men,BLR,Belarus,M,Silver
Athens,2004,Boxing,Boxing,81 - 91kg (heavyweight),"ZUYEV, Viktar",Men,BLR,Belarus,M,Silver
Athens,2004,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"PIATRUSHENKA, Raman",Men,BLR,Belarus,M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"MAKHNEU, Vadzim",Men,BLR,Belarus,M,Bronze
Athens,2004,Cycling,Cycling Track,500m time trial,"TSYLINSKAYA, Natallia",Women,BLR,Belarus,W,Bronze
Athens,2004,Judo,Judo,90 - 100kg (half-heavyweight),"MAKARAU, Ihar",Men,BLR,Belarus,M,Gold
Athens,2004,Rowing,Rowing,pair without coxswain (2-),"HELAKH, Natallia",Women,BLR,Belarus,W,Bronze
Athens,2004,Rowing,Rowing,pair without coxswain (2-),"BICHYK, Yuliya",Women,BLR,Belarus,W,Bronze
Athens,2004,Rowing,Rowing,single sculls (1x),"KARSTEN, Ekaterina",Women,BLR,Belarus,W,Silver
Athens,2004,Shooting,Shooting,50m rifle prone (60 shots),"MARTYNOV, Sergei",Men,BLR,Belarus,M,Bronze
Athens,2004,Weightlifting,Weightlifting,63kg,"STUKALAVA, Tatsiana",Women,BLR,Belarus,W,Bronze
Athens,2004,Weightlifting,Weightlifting,85kg,"RYBAKOU, Andrei",Men,BLR,Belarus,M,Silver
Athens,2004,Weightlifting,Weightlifting,63kg,"BATSIUSHKA, Hanna",Women,BLR,Belarus,W,Silver
Athens,2004,Wrestling,Wrestling Gre-R,74 - 84kg,"MAKARANKA, Viachaslau",Men,BLR,Belarus,M,Bronze
Athens,2004,Cycling,Cycling Road,individual road race,"MERCKX, Axel",Men,BEL,Belgium,M,Bronze
Athens,2004,Judo,Judo,48 - 52kg (half-lightweight),"HEYLEN, Ilse",Women,BEL,Belgium,W,Bronze
Athens,2004,Tennis,Tennis,singles,"HENIN-HARDENNE, Justine",Women,BEL,Belgium,W,Gold
Athens,2004,Athletics,Athletics,marathon,"DE LIMA, Vanderlei",Men,BRA,Brazil,M,Bronze
Athens,2004,Equestrian,Jumping,individual,"PESSOA, Rodrigo",Men,BRA,Brazil,X,Gold
Athens,2004,Football,Football,football,KELLY,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,CRISTIANE,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,ROSELI,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,JULIANA,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,FORMIGA,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,MAYCON,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,DANIELA,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,ALINE,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,PRETINHA,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,"RENATA COSTA, Costa",Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,MARTA,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,ANDREIA,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,GRAZIELLE,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,ROSANA,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,ELAINE,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,TANIA,Women,BRA,Brazil,W,Silver
Athens,2004,Football,Football,football,MONICA,Women,BRA,Brazil,W,Silver
Athens,2004,Judo,Judo,73 - 81kg (half-middleweight),"CANTO, Flavio",Men,BRA,Brazil,M,Bronze
Athens,2004,Judo,Judo,66 - 73kg (lightweight),"GUILHEIRO, Leandro",Men,BRA,Brazil,M,Bronze
Athens,2004,Sailing,Sailing,Star - Keelboat,"FERREIRA, Marcelo",Men,BRA,Brazil,M,Gold
Athens,2004,Sailing,Sailing,Star - Keelboat,"GRAEL, Torben",Men,BRA,Brazil,M,Gold
Athens,2004,Sailing,Sailing,single-handed dinghy open (Laser),"SCHEIDT, Robert",Men,BRA,Brazil,X,Gold
Athens,2004,Volleyball,Beach volley.,beach volleyball,"REGO, Emanuel",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Beach volley.,beach volleyball,"SANTOS, Ricardo",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Beach volley.,beach volleyball,"BEDE, Shelda",Women,BRA,Brazil,W,Silver
Athens,2004,Volleyball,Beach volley.,beach volleyball,"BEHAR, Adriana",Women,BRA,Brazil,W,Silver
Athens,2004,Volleyball,Volleyball,volleyball,"GODOY FILHO, Gilberto",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"RODRIGUES, Anderson",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"ENDRES, Gustavo",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"SANTOS, Sergio Dutra",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"SANTANA, Rodrigo",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"BITENCOURT, Nalbert",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"GAVIO, Giovane",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"NASCIMENTO, Andre",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"AMARAL, Dante",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"GARCIA, Ricardo",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"LIMA, Mauricio",Men,BRA,Brazil,M,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"HELLER, Andre",Men,BRA,Brazil,M,Gold
Athens,2004,Boxing,Boxing,60 - 64 kg,"GEORGIEV, Boris",Men,BUL,Bulgaria,M,Bronze
Athens,2004,Gymnastics,Artistic G.,rings,"IOVTCHEV, Iordan",Men,BUL,Bulgaria,M,Silver
Athens,2004,Gymnastics,Artistic G.,floor exercises,"IOVTCHEV, Iordan",Men,BUL,Bulgaria,M,Bronze
Athens,2004,Gymnastics,Rhythmic G.,group competition,"ILIEVA, Zhaneta",Women,BUL,Bulgaria,W,Bronze
Athens,2004,Gymnastics,Rhythmic G.,group competition,"MARINOVA, Zornitsa",Women,BUL,Bulgaria,W,Bronze
Athens,2004,Gymnastics,Rhythmic G.,group competition,"RANGUELOVA, Kristina",Women,BUL,Bulgaria,W,Bronze
Athens,2004,Gymnastics,Rhythmic G.,group competition,"KEZHOVA, Eleonora",Women,BUL,Bulgaria,W,Bronze
Athens,2004,Gymnastics,Rhythmic G.,group competition,"TANCHEVA, Vladislava",Women,BUL,Bulgaria,W,Bronze
Athens,2004,Gymnastics,Rhythmic G.,group competition,"TANCHEVA, Galina",Women,BUL,Bulgaria,W,Bronze
Athens,2004,Judo,Judo,60 - 66kg (half-lightweight),"GEORGIEV, Georgi",Men,BUL,Bulgaria,M,Bronze
Athens,2004,Rowing,Rowing,single sculls (1x),"YANAKIEV, Ivo",Men,BUL,Bulgaria,M,Bronze
Athens,2004,Rowing,Rowing,single sculls (1x),"NEYKOVA, Rumyana",Women,BUL,Bulgaria,W,Bronze
Athens,2004,Shooting,Shooting,10m air pistol (40 shots),"GROZDEVA, Maria",Women,BUL,Bulgaria,W,Bronze
Athens,2004,Shooting,Shooting,25m pistol (30+30 shots),"GROZDEVA, Maria",Women,BUL,Bulgaria,W,Gold
Athens,2004,Weightlifting,Weightlifting,94kg,"DOBREV, Milen",Men,BUL,Bulgaria,M,Gold
Athens,2004,Weightlifting,Weightlifting,+ 105kg,"CHOLAKOV, Velichko",Men,BUL,Bulgaria,M,Bronze
Athens,2004,Wrestling,Wrestling Gre-R,55 - 60kg,"NAZARIAN, Armen",Men,BUL,Bulgaria,M,Bronze
Athens,2004,Athletics,Athletics,triple jump,"MBANGO ETONE, Francoise",Women,CMR,Cameroon,W,Gold
Athens,2004,Aquatics,Diving,3m springboard,"DESPATIE, Alexandre",Men,CAN,Canada,M,Silver
Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"HARTLEY, Blythe",Women,CAN,Canada,W,Bronze
Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"HEYMANS, Emilie",Women,CAN,Canada,W,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"VAN KOEVERDEN, Adam",Men,CAN,Canada,M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),"VAN KOEVERDEN, Adam",Men,CAN,Canada,M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"BRUNET, Caroline",Women,CAN,Canada,W,Bronze
Athens,2004,Cycling,Cycling Track,sprint,"MUENZER, Lori-Ann",Women,CAN,Canada,W,Gold
Athens,2004,Cycling,Mountain Bike,cross-country,"PREMONT, Marie-Helene",Women,CAN,Canada,W,Silver
Athens,2004,Gymnastics,Artistic G.,floor exercises,"SHEWFELT, Kyle",Men,CAN,Canada,M,Gold
Athens,2004,Gymnastics,Trampoline,individual,"COCKBURN, Karen",Women,CAN,Canada,W,Silver
Athens,2004,Rowing,Rowing,four without coxswain (4-),"HERSCHMILLER, Thomas",Men,CAN,Canada,M,Silver
Athens,2004,Rowing,Rowing,four without coxswain (4-),"WETZEL, Jake",Men,CAN,Canada,M,Silver
Athens,2004,Rowing,Rowing,four without coxswain (4-),"BAERG, Cameron",Men,CAN,Canada,M,Silver
Athens,2004,Rowing,Rowing,four without coxswain (4-),"WILLIAMS, Barney",Men,CAN,Canada,M,Silver
Athens,2004,Sailing,Sailing,Star - Keelboat,"WOLFS, Mike",Men,CAN,Canada,M,Silver
Athens,2004,Sailing,Sailing,Star - Keelboat,"MACDONALD, Ross",Men,CAN,Canada,M,Silver
Athens,2004,Wrestling,Wrestling Free.,48 - 55kg,"VERBEEK, Tonya",Women,CAN,Canada,W,Silver
Athens,2004,Tennis,Tennis,singles,"MASSU, Nicolas",Men,CHI,Chile,M,Gold
Athens,2004,Tennis,Tennis,singles,"GONZALEZ, Fernando",Men,CHI,Chile,M,Bronze
Athens,2004,Tennis,Tennis,doubles,"GONZALEZ, Fernando",Men,CHI,Chile,M,Gold
Athens,2004,Tennis,Tennis,doubles,"MASSU, Nicolas",Men,CHI,Chile,M,Gold
Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"LI, Ting",Women,CHN,China,W,Gold
Athens,2004,Aquatics,Diving,10m platform,"LAO, Lishi",Women,CHN,China,W,Silver
Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"GUO, Jingjing",Women,CHN,China,W,Gold
Athens,2004,Aquatics,Diving,3m springboard,"PENG, Bo",Men,CHN,China,M,Gold
Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"TIAN, Liang",Men,CHN,China,M,Gold
Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"YANG, Jinghui",Men,CHN,China,M,Gold
Athens,2004,Aquatics,Diving,3m springboard,"GUO, Jingjing",Women,CHN,China,W,Gold
Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"LAO, Lishi",Women,CHN,China,W,Gold
Athens,2004,Aquatics,Diving,10m platform,"TIAN, Liang",Men,CHN,China,M,Bronze
Athens,2004,Aquatics,Diving,3m springboard,"WU, Minxia",Women,CHN,China,W,Silver
Athens,2004,Aquatics,Diving,10m platform,"HU, Jia",Men,CHN,China,M,Gold
Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"WU, Minxia",Women,CHN,China,W,Gold
Athens,2004,Aquatics,Swimming,100m breaststroke,"LUO, Xuejuan",Women,CHN,China,W,Gold
Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"PANG, Jiaying",Women,CHN,China,W,Silver
Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"ZHU, Yingwen",Women,CHN,China,W,Silver
Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"LI, Ji",Women,CHN,China,W,Silver
Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"YANG, Yu",Women,CHN,China,W,Silver
Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"XU, Yanwei",Women,CHN,China,W,Silver
Athens,2004,Archery,Archery,team (FITA Olympic round - 70m),"LIN, Sang",Women,CHN,China,W,Silver
Athens,2004,Archery,Archery,team (FITA Olympic round - 70m),"HE, Ying",Women,CHN,China,W,Silver
Athens,2004,Archery,Archery,team (FITA Olympic round - 70m),"ZHANG, Juan Juan",Women,CHN,China,W,Silver
Athens,2004,Athletics,Athletics,10000m,"XING, Huina",Women,CHN,China,W,Gold
Athens,2004,Athletics,Athletics,110m hurdles,"LIU, Xiang",Men,CHN,China,M,Gold
Athens,2004,Badminton,Badminton,doubles,"GAO, Ling",Women,CHN,China,W,Silver
Athens,2004,Badminton,Badminton,doubles,"ZHANG, Jiewen",Women,CHN,China,W,Gold
Athens,2004,Badminton,Badminton,doubles,"ZHANG, Jun",Men,CHN,China,X,Gold
Athens,2004,Badminton,Badminton,doubles,"YANG, Wei",Women,CHN,China,W,Gold
Athens,2004,Badminton,Badminton,singles,"ZHOU, Mi",Women,CHN,China,W,Bronze
Athens,2004,Badminton,Badminton,doubles,"HUANG, Sui",Women,CHN,China,W,Silver
Athens,2004,Badminton,Badminton,doubles,"GAO, Ling",Women,CHN,China,X,Gold
Athens,2004,Badminton,Badminton,singles,"ZHANG, Ning",Women,CHN,China,W,Gold
Athens,2004,Boxing,Boxing,48kg (light flywieght),"ZOU, Shiming",Men,CHN,China,M,Bronze
Athens,2004,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"MENG, Guanliang",Men,CHN,China,M,Gold
Athens,2004,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"YANG, Wenjun",Men,CHN,China,M,Gold
Athens,2004,Cycling,Cycling Track,500m time trial,"JIANG, Yonghua",Women,CHN,China,W,Silver
Athens,2004,Fencing,Fencing,épée individual,"WANG, Lei",Men,CHN,China,M,Silver
Athens,2004,Fencing,Fencing,foil team,"WU, Hanxiong",Men,CHN,China,M,Silver
Athens,2004,Fencing,Fencing,sabre individual,"TAN, Xue",Women,CHN,China,W,Silver
Athens,2004,Fencing,Fencing,foil team,"YE, Chong",Men,CHN,China,M,Silver
Athens,2004,Fencing,Fencing,foil team,"DONG, Zhaozhi",Men,CHN,China,M,Silver
Athens,2004,Fencing,Fencing,foil team,"WANG, Haibin",Men,CHN,China,M,Silver
Athens,2004,Gymnastics,Artistic G.,parallel bars,"LI, Xiaopeng",Men,CHN,China,M,Bronze
Athens,2004,Gymnastics,Artistic G.,pommel horse,"TENG, Haibin",Men,CHN,China,M,Gold
Athens,2004,Gymnastics,Artistic G.,individual all-round,"ZHANG, Nan",Women,CHN,China,W,Bronze
Athens,2004,Gymnastics,Trampoline,individual,"HUANG, Shanshan",Women,CHN,China,W,Bronze
Athens,2004,Judo,Judo,63 - 70kg (middleweight),"QIN, Dongya",Women,CHN,China,W,Bronze
Athens,2004,Judo,Judo,70 - 78kg (half-heavyweight),"LIU, Xia",Women,CHN,China,W,Silver
Athens,2004,Judo,Judo,48 - 52kg (half-lightweight),"XIAN, Dongmei",Women,CHN,China,W,Gold
Athens,2004,Judo,Judo,- 48 kg,"GAO, Feng",Women,CHN,China,W,Bronze
Athens,2004,Judo,Judo,+ 78kg (heavyweight),"SUN, Fuming",Women,CHN,China,W,Bronze
Athens,2004,Sailing,Sailing,board (Mistral),"YIN, Jian",Women,CHN,China,W,Silver
Athens,2004,Shooting,Shooting,double trap (150 targets),"WANG, Zheng",Men,CHN,China,M,Bronze
Athens,2004,Shooting,Shooting,50m rifle 3 positions (3x20 shots),"WANG, Chengyi",Women,CHN,China,W,Bronze
Athens,2004,Shooting,Shooting,10m air rifle (60 shots),"LI, Jie",Men,CHN,China,M,Silver
Athens,2004,Shooting,Shooting,50m rifle 3 positions (3x40 shots),"JIA, Zhanbo",Men,CHN,China,M,Gold
Athens,2004,Shooting,Shooting,double trap (120 targets),"GAO, E",Women,CHN,China,W,Bronze
Athens,2004,Shooting,Shooting,10m air pistol (60 shots),"WANG, Yifu",Men,CHN,China,M,Gold
Athens,2004,Shooting,Shooting,10m air rifle (40 shots),"DU, Li",Women,CHN,China,W,Gold
Athens,2004,Shooting,Shooting,skeet (75 targets),"WEI, Ning",Women,CHN,China,W,Silver
Athens,2004,Shooting,Shooting,10m air rifle (60 shots),"ZHU, Qinan",Men,CHN,China,M,Gold
Athens,2004,Table Tennis,Table Tennis,singles,"WANG, Hao",Men,CHN,China,M,Silver
Athens,2004,Table Tennis,Table Tennis,doubles,"CHEN, Qi",Men,CHN,China,M,Gold
Athens,2004,Table Tennis,Table Tennis,doubles,"GUO, Yue",Women,CHN,China,W,Bronze
Athens,2004,Table Tennis,Table Tennis,doubles,"NIU, Jianfeng",Women,CHN,China,W,Bronze
Athens,2004,Table Tennis,Table Tennis,doubles,"MA, Lin",Men,CHN,China,M,Gold
Athens,2004,Table Tennis,Table Tennis,singles,"WANG, Liqin",Men,CHN,China,M,Bronze
Athens,2004,Table Tennis,Table Tennis,doubles,"WANG, Nan",Women,CHN,China,W,Gold
Athens,2004,Table Tennis,Table Tennis,singles,"ZHANG, Yining",Women,CHN,China,W,Gold
Athens,2004,Table Tennis,Table Tennis,doubles,"ZHANG, Yining",Women,CHN,China,W,Gold
Athens,2004,Taekwondo,Taekwondo,+ 67 kg,"CHEN, Zhong",Women,CHN,China,W,Gold
Athens,2004,Taekwondo,Taekwondo,57 - 67 kg,"LUO, Wei",Women,CHN,China,W,Gold
Athens,2004,Tennis,Tennis,doubles,"SUN, Tian Tian",Women,CHN,China,W,Gold
Athens,2004,Tennis,Tennis,doubles,"LI, Ting",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"ZHAO, Ruirui",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"ZHANG, Ping",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"WANG, Lina",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"ZHANG, Na",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"LIU, Yanan",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"SONG, Nina",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"YANG, Hao",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"CHEN, Jing",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"LI, Shan",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"FENG, Kun",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"ZHOU, Suhong",Women,CHN,China,W,Gold
Athens,2004,Volleyball,Volleyball,volleyball,"ZHANG, Yuehong",Women,CHN,China,W,Gold
Athens,2004,Weightlifting,Weightlifting,+ 75kg,"TANG, Gonghong",Women,CHN,China,W,Gold
Athens,2004,Weightlifting,Weightlifting,62kg,"SHI, Zhiyong",Men,CHN,China,M,Gold
Athens,2004,Weightlifting,Weightlifting,69kg,"ZHANG, Guozheng",Men,CHN,China,M,Gold
Athens,2004,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)","WU, Meijin",Men,CHN,China,M,Silver
Athens,2004,Weightlifting,Weightlifting,69kg,"LIU, Chunhong",Women,CHN,China,W,Gold
Athens,2004,Weightlifting,Weightlifting,62kg,"LE, Maosheng",Men,CHN,China,M,Silver
Athens,2004,Weightlifting,Weightlifting,58kg,"CHEN, Yanqing",Women,CHN,China,W,Gold
Athens,2004,Weightlifting,Weightlifting,48kg,"LI, Zhuo",Women,CHN,China,W,Silver
Athens,2004,Wrestling,Wrestling Free.,63 - 72kg,"WANG, Xu",Women,CHN,China,W,Gold
Athens,2004,Cycling,Cycling Track,points race,"CALLE WILLIAMS, Maria Luisa",Women,COL,Colombia,W,Bronze
Athens,2004,Weightlifting,Weightlifting,53kg,"MOSQUERA, Mabel",Women,COL,Colombia,W,Bronze
Athens,2004,Aquatics,Swimming,50m freestyle,"DRAGANJA, Duje",Men,CRO,Croatia,M,Silver
Athens,2004,Handball,Handball,handball,"KALEB, Niksa",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"VORI, Igor",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"ZRNIC, Vedran",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"LACKOVIC, Blazenko",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"BALIC, Ivano",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"MATOSEVIC, Valter",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"DOMINIKOVIC, Davor",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"METLICIC, Petar",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"LOSERT, Venio",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"SPREM, Goran",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"SPOLJARIC, Denis",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"GOLUZA, Slavko",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"SOLA, Vlado",Men,CRO,Croatia,M,Gold
Athens,2004,Handball,Handball,handball,"DZOMBA, Mirza",Men,CRO,Croatia,M,Gold
Athens,2004,Rowing,Rowing,coxless pair (2-),"SKELIN, Sinisa",Men,CRO,Croatia,M,Silver
Athens,2004,Rowing,Rowing,coxless pair (2-),"SKELIN, Niksa",Men,CRO,Croatia,M,Silver
Athens,2004,Tennis,Tennis,doubles,"LJUBICIC, Ivan",Men,CRO,Croatia,M,Bronze
Athens,2004,Tennis,Tennis,doubles,"ANCIC, Mario",Men,CRO,Croatia,M,Bronze
Athens,2004,Weightlifting,Weightlifting,69kg,"PECHALOV, Nikolay",Men,CRO,Croatia,M,Bronze
Athens,2004,Athletics,Athletics,110m hurdles,"GARCIA, Anier",Men,CUB,Cuba,M,Bronze
Athens,2004,Athletics,Athletics,hammer throw,"CRAWFORD, Yunaika",Women,CUB,Cuba,W,Bronze
Athens,2004,Athletics,Athletics,shot put,"CUMBA, Yumileidi",Women,CUB,Cuba,W,Gold
Athens,2004,Athletics,Athletics,javelin throw,"MENENDEZ, Osleidys",Women,CUB,Cuba,W,Gold
Athens,2004,Athletics,Athletics,hammer throw,"MORENO, Yipsi",Women,CUB,Cuba,W,Silver
Athens,2004,Baseball,Baseball,baseball,"URRUTIA, Osmanis",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"BETANCOURT CHACON, Danny",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"PESTANO, Ariel",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"GOURRIEL CASTILLO, Yulieski",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"GONZALEZ, Norberto",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"PALMA, Adiel",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"MACHADO MORALES, Roger",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"TABARES PADILLA, Carlos Alberto",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"CHARLES MARTINEZ, Yorelvis",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"SCULL, Antonio",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"LAZO, Pedro Luis",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"MONTIETH HERRERA, Frank Andy",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"BORROTO JIMENEZ, Luis",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"VEGA TAMAYO, Manuel Alberto",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"ENRIQUEZ TAMAYO, Michel",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"MARTINEZ MARTINEZ, Jonder",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"VERA, Norge Luis",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"PARET, Eduardo",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"RAMIREZ RODRIGUEZ, Alexei",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"SANCHEZ, Eriel",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"CEPEDA CRUZ, Frederich",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"ODELIN SANAME, Vicyohandri",Men,CUB,Cuba,M,Gold
Athens,2004,Baseball,Baseball,baseball,"URGELLES, Yoandry",Men,CUB,Cuba,M,Gold
Athens,2004,Boxing,Boxing,60 - 64 kg,"JOHNSON CEDENO, Yudel",Men,CUB,Cuba,M,Silver
Athens,2004,Boxing,Boxing,+ 91kg (super heavyweight),"LOPEZ NUNEZ, Michel",Men,CUB,Cuba,M,Bronze
Athens,2004,Boxing,Boxing,57 - 60kg (lightweight),"KINDELAN MESA, Mario Cesar",Men,CUB,Cuba,M,Gold
Athens,2004,Boxing,Boxing,64 - 69 kg,"ARAGON, Lorenzo",Men,CUB,Cuba,M,Silver
Athens,2004,Boxing,Boxing,51 - 54kg (bantamweight),"RIGONDEAUX ORTIZ, Guillermo",Men,CUB,Cuba,M,Gold
Athens,2004,Boxing,Boxing,48 - 51kg (flyweight),"GAMBOA TOLEDANO, Yuriorkis",Men,CUB,Cuba,M,Gold
Athens,2004,Boxing,Boxing,48kg (light flywieght),"BHARTELEMY VARELA, Yan",Men,CUB,Cuba,M,Gold
